BODY: Zombie_Berserker facing 0 frame 0: x 0, y -17
EXPLODE: Generic_Female_Woodsman facing 0 frame 9: x 84, y 197
EXPLODE: Generic_Female_Woodsman facing 0 frame 10: x 84, y 197
EXPLODE: Generic_Female_Woodsman facing 0 frame 11: x 84, y 197
EXPLODE: Generic_Female_Woodsman facing 1 frame 0: x 80, y 101
EXPLODE: Generic_Female_Woodsman facing 1 frame 1: x 82, y 82
EXPLODE: Generic_Female_Woodsman facing 1 frame 2: x 84, y 69
EXPLODE: Generic_Female_Woodsman facing 1 frame 3: x 86, y 66
EXPLODE: Generic_Female_Woodsman facing 1 frame 4: x 88, y 77
EXPLODE: Generic_Female_Woodsman facing 1 frame 5: x 86, y 102
EXPLODE: Generic_Female_Woodsman facing 1 frame 6: x 84, y 127
EXPLODE: Generic_Female_Woodsman facing 1 frame 7: x 82, y 152
EXPLODE: Generic_Female_Woodsman facing 1 frame 8: x 80, y 177
EXPLODE: Generic_Female_Woodsman facing 1 frame 9: x 84, y 198
EXPLODE: Generic_Female_Woodsman facing 1 frame 10: x 84, y 198
EXPLODE: Generic_Female_Woodsman facing 1 frame 11: x 84, y 198
EXPLODE: Generic_Female_Woodsman facing 2 frame 0: x 80, y 100
EXPLODE: Generic_Female_Woodsman facing 2 frame 1: x 82, y 81
EXPLODE: Generic_Female_Woodsman facing 2 frame 2: x 84, y 68
EXPLODE: Generic_Female_Woodsman facing 2 frame 3: x 86, y 66
EXPLODE: Generic_Female_Woodsman facing 2 frame 4: x 88, y 77
EXPLODE: Generic_Female_Woodsman facing 2 frame 5: x 86, y 102
EXPLODE: Generic_Female_Woodsman facing 2 frame 6: x 84, y 127
EXPLODE: Generic_Female_Woodsman facing 2 frame 7: x 82, y 152
EXPLODE: Generic_Female_Woodsman facing 2 frame 8: x 80, y 177
EXPLODE: Generic_Female_Woodsman facing 2 frame 9: x 84, y 197
EXPLODE: Generic_Female_Woodsman facing 2 frame 10: x 84, y 197
EXPLODE: Generic_Female_Woodsman facing 2 frame 11: x 84, y 197
EXPLODE: Generic_Female_Woodsman facing 3 frame 0: x 80, y 101
EXPLODE: Generic_Female_Woodsman facing 3 frame 1: x 82, y 82
EXPLODE: Generic_Female_Woodsman facing 3 frame 2: x 84, y 69
EXPLODE: Generic_Female_Woodsman facing 3 frame 3: x 86, y 66
EXPLODE: Generic_Female_Woodsman facing 3 frame 4: x 88, y 77
EXPLODE: Generic_Female_Woodsman facing 3 frame 5: x 86, y 102
EXPLODE: Generic_Female_Woodsman facing 3 frame 6: x 84, y 127
EXPLODE: Generic_Female_Woodsman facing 3 frame 7: x 82, y 152
EXPLODE: Generic_Female_Woodsman facing 3 frame 8: x 80, y 177
EXPLODE: Generic_Female_Woodsman facing 3 frame 9: x 84, y 198
EXPLODE: Generic_Female_Woodsman facing 3 frame 10: x 84, y 198
EXPLODE: Generic_Female_Woodsman facing 3 frame 11: x 84, y 198
BODY: Generic_Female_Sheriff facing 0 frame 0: x -2, y -15
BODY: Generic_Female_Sheriff facing 0 frame 1: x -2, y -15
BODY: Generic_Female_Sheriff facing 0 frame 2: x -2, y -15
BODY: Generic_Female_Sheriff facing 0 frame 3: x -2, y -15
BODY: Generic_Female_Sheriff facing 1 frame 0: x 0, y -16
BODY: Generic_Female_Sheriff facing 1 frame 1: x 0, y -16
BODY: Generic_Female_Sheriff facing 1 frame 2: x 0, y -16
BODY: Generic_Female_Sheriff facing 1 frame 3: x 0, y -16
BODY: Generic_Female_Sheriff facing 2 frame 0: x 2, y -15
BODY: Generic_Female_Sheriff facing 2 frame 1: x 2, y -15
BODY: Generic_Female_Sheriff facing 2 frame 2: x 2, y -15
BODY: Generic_Female_Sheriff facing 2 frame 3: x 2, y -15
BODY: Generic_Female_Sheriff facing 3 frame 0: x 0, y -14
BODY: Generic_Female_Sheriff facing 3 frame 1: x 0, y -14
BODY: Generic_Female_Sheriff facing 3 frame 2: x 0, y -14
BODY: Generic_Female_Sheriff facing 3 frame 3: x 0, y -14
EXPLODE: Generic_Female_Sheriff facing 0 frame 0: x 78, y 102
EXPLODE: Generic_Female_Sheriff facing 0 frame 1: x 80, y 83
EXPLODE: Generic_Female_Sheriff facing 0 frame 2: x 82, y 70
EXPLODE: Generic_Female_Sheriff facing 0 frame 3: x 84, y 68
EXPLODE: Generic_Female_Sheriff facing 0 frame 4: x 86, y 79
EXPLODE: Generic_Female_Sheriff facing 0 frame 5: x 84, y 104
EXPLODE: Generic_Female_Sheriff facing 0 frame 6: x 82, y 129
EXPLODE: Generic_Female_Sheriff facing 0 frame 7: x 80, y 154
EXPLODE: Generic_Female_Sheriff facing 0 frame 8: x 78, y 179
EXPLODE: Generic_Female_Sheriff facing 0 frame 9: x 82, y 199
EXPLODE: Generic_Female_Sheriff facing 0 frame 10: x 82, y 199
EXPLODE: Generic_Female_Sheriff facing 0 frame 11: x 82, y 199
EXPLODE: Generic_Female_Sheriff facing 1 frame 0: x 80, y 101
EXPLODE: Generic_Female_Sheriff facing 1 frame 1: x 82, y 82
EXPLODE: Generic_Female_Sheriff facing 1 frame 2: x 84, y 69
EXPLODE: Generic_Female_Sheriff facing 1 frame 3: x 86, y 66
EXPLODE: Generic_Female_Sheriff facing 1 frame 4: x 88, y 77
EXPLODE: Generic_Female_Sheriff facing 1 frame 5: x 86, y 102
EXPLODE: Generic_Female_Sheriff facing 1 frame 6: x 84, y 127
EXPLODE: Generic_Female_Sheriff facing 1 frame 7: x 82, y 152
EXPLODE: Generic_Female_Sheriff facing 1 frame 8: x 80, y 177
EXPLODE: Generic_Female_Sheriff facing 1 frame 9: x 84, y 198
EXPLODE: Generic_Female_Sheriff facing 1 frame 10: x 84, y 198
EXPLODE: Generic_Female_Sheriff facing 1 frame 11: x 84, y 198
EXPLODE: Generic_Female_Sheriff facing 2 frame 0: x 82, y 102
EXPLODE: Generic_Female_Sheriff facing 2 frame 1: x 84, y 83
EXPLODE: Generic_Female_Sheriff facing 2 frame 2: x 86, y 70
EXPLODE: Generic_Female_Sheriff facing 2 frame 3: x 88, y 68
EXPLODE: Generic_Female_Sheriff facing 2 frame 4: x 90, y 79
EXPLODE: Generic_Female_Sheriff facing 2 frame 5: x 88, y 104
EXPLODE: Generic_Female_Sheriff facing 2 frame 6: x 86, y 129
EXPLODE: Generic_Female_Sheriff facing 2 frame 7: x 84, y 154
EXPLODE: Generic_Female_Sheriff facing 2 frame 8: x 82, y 179
EXPLODE: Generic_Female_Sheriff facing 2 frame 9: x 86, y 199
EXPLODE: Generic_Female_Sheriff facing 2 frame 10: x 86, y 199
EXPLODE: Generic_Female_Sheriff facing 2 frame 11: x 86, y 199
EXPLODE: Generic_Female_Sheriff facing 3 frame 0: x 80, y 103
EXPLODE: Generic_Female_Sheriff facing 3 frame 1: x 82, y 84
EXPLODE: Generic_Female_Sheriff facing 3 frame 2: x 84, y 71
EXPLODE: Generic_Female_Sheriff facing 3 frame 3: x 86, y 68
EXPLODE: Generic_Female_Sheriff facing 3 frame 4: x 88, y 79
EXPLODE: Generic_Female_Sheriff facing 3 frame 5: x 86, y 104
EXPLODE: Generic_Female_Sheriff facing 3 frame 6: x 84, y 129
EXPLODE: Generic_Female_Sheriff facing 3 frame 7: x 82, y 154
EXPLODE: Generic_Female_Sheriff facing 3 frame 8: x 80, y 179
EXPLODE: Generic_Female_Sheriff facing 3 frame 9: x 84, y 200
EXPLODE: Generic_Female_Sheriff facing 3 frame 10: x 84, y 200
EXPLODE: Generic_Female_Sheriff facing 3 frame 11: x 84, y 200
BODY: Generic_Female_Thief facing 0 frame 0: x 0, y -18
BODY: Generic_Female_Thief facing 0 frame 1: x 0, y -18
BODY: Generic_Female_Thief facing 0 frame 2: x 0, y -18
BODY: Generic_Female_Thief facing 0 frame 3: x 0, y -18
BODY: Generic_Female_Thief facing 1 frame 0: x 0, y -18
BODY: Generic_Female_Thief facing 1 frame 1: x 0, y -18
BODY: Generic_Female_Thief facing 1 frame 2: x 0, y -18
BODY: Generic_Female_Thief facing 1 frame 3: x 0, y -18
BODY: Generic_Female_Thief facing 2 frame 0: x 0, y -18
BODY: Generic_Female_Thief facing 2 frame 1: x 0, y -18
BODY: Generic_Female_Thief facing 2 frame 2: x 0, y -18
BODY: Generic_Female_Thief facing 2 frame 3: x 0, y -18
BODY: Generic_Female_Thief facing 3 frame 0: x 0, y -18
BODY: Generic_Female_Thief facing 3 frame 1: x 0, y -18
BODY: Generic_Female_Thief facing 3 frame 2: x 0, y -18
BODY: Generic_Female_Thief facing 3 frame 3: x 0, y -18
EXPLODE: Generic_Female_Thief facing 0 frame 0: x 80, y 99
EXPLODE: Generic_Female_Thief facing 0 frame 1: x 82, y 80
EXPLODE: Generic_Female_Thief facing 0 frame 2: x 84, y 67
EXPLODE: Generic_Female_Thief facing 0 frame 3: x 86, y 65
EXPLODE: Generic_Female_Thief facing 0 frame 4: x 88, y 76
EXPLODE: Generic_Female_Thief facing 0 frame 5: x 86, y 101
EXPLODE: Generic_Female_Thief facing 0 frame 6: x 84, y 126
EXPLODE: Generic_Female_Thief facing 0 frame 7: x 82, y 151
EXPLODE: Generic_Female_Thief facing 0 frame 8: x 80, y 176
EXPLODE: Generic_Female_Thief facing 0 frame 9: x 84, y 196
EXPLODE: Generic_Female_Thief facing 0 frame 10: x 84, y 196
EXPLODE: Generic_Female_Thief facing 0 frame 11: x 84, y 196
EXPLODE: Generic_Female_Thief facing 1 frame 0: x 80, y 99
EXPLODE: Generic_Female_Thief facing 1 frame 1: x 82, y 80
EXPLODE: Generic_Female_Thief facing 1 frame 2: x 84, y 67
EXPLODE: Generic_Female_Thief facing 1 frame 3: x 86, y 64
EXPLODE: Generic_Female_Thief facing 1 frame 4: x 88, y 75
EXPLODE: Generic_Female_Thief facing 1 frame 5: x 86, y 100
EXPLODE: Generic_Female_Thief facing 1 frame 6: x 84, y 125
EXPLODE: Generic_Female_Thief facing 1 frame 7: x 82, y 150
EXPLODE: Generic_Female_Thief facing 1 frame 8: x 80, y 175
EXPLODE: Generic_Female_Thief facing 1 frame 9: x 84, y 196
EXPLODE: Generic_Female_Thief facing 1 frame 10: x 84, y 196
EXPLODE: Generic_Female_Thief facing 1 frame 11: x 84, y 196
EXPLODE: Generic_Female_Thief facing 2 frame 0: x 80, y 99
EXPLODE: Generic_Female_Thief facing 2 frame 1: x 82, y 80
EXPLODE: Generic_Female_Thief facing 2 frame 2: x 84, y 67
EXPLODE: Generic_Female_Thief facing 2 frame 3: x 86, y 65
EXPLODE: Generic_Female_Thief facing 2 frame 4: x 88, y 76
EXPLODE: Generic_Female_Thief facing 2 frame 5: x 86, y 101
EXPLODE: Generic_Female_Thief facing 2 frame 6: x 84, y 126
EXPLODE: Generic_Female_Thief facing 2 frame 7: x 82, y 151
EXPLODE: Generic_Female_Thief facing 2 frame 8: x 80, y 176
EXPLODE: Generic_Female_Thief facing 2 frame 9: x 84, y 196
EXPLODE: Generic_Female_Thief facing 2 frame 10: x 84, y 196
EXPLODE: Generic_Female_Thief facing 2 frame 11: x 84, y 196
EXPLODE: Generic_Female_Thief facing 3 frame 0: x 80, y 99
EXPLODE: Generic_Female_Thief facing 3 frame 1: x 82, y 80
EXPLODE: Generic_Female_Thief facing 3 frame 2: x 84, y 67
EXPLODE: Generic_Female_Thief facing 3 frame 3: x 86, y 64
EXPLODE: Generic_Female_Thief facing 3 frame 4: x 88, y 75
EXPLODE: Generic_Female_Thief facing 3 frame 5: x 86, y 100
EXPLODE: Generic_Female_Thief facing 3 frame 6: x 84, y 125
EXPLODE: Generic_Female_Thief facing 3 frame 7: x 82, y 150
EXPLODE: Generic_Female_Thief facing 3 frame 8: x 80, y 175
EXPLODE: Generic_Female_Thief facing 3 frame 9: x 84, y 196
EXPLODE: Generic_Female_Thief facing 3 frame 10: x 84, y 196
EXPLODE: Generic_Female_Thief facing 3 frame 11: x 84, y 196
BODY: Generic_Female_Merchant facing 0 frame 0: x 0, y -18
BODY: Generic_Female_Merchant facing 0 frame 1: x 0, y -18
BODY: Generic_Female_Merchant facing 0 frame 2: x 0, y -18
BODY: Generic_Female_Merchant facing 0 frame 3: x 0, y -18
BODY: Generic_Female_Merchant facing 1 frame 0: x 0, y -18
BODY: Generic_Female_Merchant facing 1 frame 1: x 0, y -18
BODY: Generic_Female_Merchant facing 1 frame 2: x 0, y -18
BODY: Generic_Female_Merchant facing 1 frame 3: x 0, y -18
BODY: Generic_Female_Merchant facing 2 frame 0: x 0, y -18
BODY: Generic_Female_Merchant facing 2 frame 1: x 0, y -18
BODY: Generic_Female_Merchant facing 2 frame 2: x 0, y -18
BODY: Generic_Female_Merchant facing 2 frame 3: x 0, y -18
BODY: Generic_Female_Merchant facing 3 frame 0: x 0, y -18
BODY: Generic_Female_Merchant facing 3 frame 1: x 0, y -18
BODY: Generic_Female_Merchant facing 3 frame 2: x 0, y -18
BODY: Generic_Female_Merchant facing 3 frame 3: x 0, y -18
EXPLODE: Generic_Female_Merchant facing 0 frame 0: x 80, y 99
EXPLODE: Generic_Female_Merchant facing 0 frame 1: x 82, y 80
EXPLODE: Generic_Female_Merchant facing 0 frame 2: x 84, y 67
EXPLODE: Generic_Female_Merchant facing 0 frame 3: x 86, y 65
EXPLODE: Generic_Female_Merchant facing 0 frame 4: x 88, y 76
EXPLODE: Generic_Female_Merchant facing 0 frame 5: x 86, y 101
EXPLODE: Generic_Female_Merchant facing 0 frame 6: x 84, y 126
EXPLODE: Generic_Female_Merchant facing 0 frame 7: x 82, y 151
EXPLODE: Generic_Female_Merchant facing 0 frame 8: x 80, y 176
EXPLODE: Generic_Female_Merchant facing 0 frame 9: x 84, y 196
EXPLODE: Generic_Female_Merchant facing 0 frame 10: x 84, y 196
EXPLODE: Generic_Female_Merchant facing 0 frame 11: x 84, y 196
EXPLODE: Generic_Female_Merchant facing 1 frame 0: x 80, y 99
EXPLODE: Generic_Female_Merchant facing 1 frame 1: x 82, y 80
EXPLODE: Generic_Female_Merchant facing 1 frame 2: x 84, y 67
EXPLODE: Generic_Female_Merchant facing 1 frame 3: x 86, y 64
EXPLODE: Generic_Female_Merchant facing 1 frame 4: x 88, y 75
EXPLODE: Generic_Female_Merchant facing 1 frame 5: x 86, y 100
EXPLODE: Generic_Female_Merchant facing 1 frame 6: x 84, y 125
EXPLODE: Generic_Female_Merchant facing 1 frame 7: x 82, y 150
EXPLODE: Generic_Female_Merchant facing 1 frame 8: x 80, y 175
EXPLODE: Generic_Female_Merchant facing 1 frame 9: x 84, y 196
EXPLODE: Generic_Female_Merchant facing 1 frame 10: x 84, y 196
EXPLODE: Generic_Female_Merchant facing 1 frame 11: x 84, y 196
EXPLODE: Generic_Female_Merchant facing 2 frame 0: x 80, y 99
EXPLODE: Generic_Female_Merchant facing 2 frame 1: x 82, y 80
EXPLODE: Generic_Female_Merchant facing 2 frame 2: x 84, y 67
EXPLODE: Generic_Female_Merchant facing 2 frame 3: x 86, y 65
EXPLODE: Generic_Female_Merchant facing 2 frame 4: x 88, y 76
EXPLODE: Generic_Female_Merchant facing 2 frame 5: x 86, y 101
EXPLODE: Generic_Female_Merchant facing 2 frame 6: x 84, y 126
EXPLODE: Generic_Female_Merchant facing 2 frame 7: x 82, y 151
EXPLODE: Generic_Female_Merchant facing 2 frame 8: x 80, y 176
EXPLODE: Generic_Female_Merchant facing 2 frame 9: x 84, y 196
EXPLODE: Generic_Female_Merchant facing 2 frame 10: x 84, y 196
EXPLODE: Generic_Female_Merchant facing 2 frame 11: x 84, y 196
EXPLODE: Generic_Female_Merchant facing 3 frame 0: x 80, y 99
EXPLODE: Generic_Female_Merchant facing 3 frame 1: x 82, y 80
EXPLODE: Generic_Female_Merchant facing 3 frame 2: x 84, y 67
EXPLODE: Generic_Female_Merchant facing 3 frame 3: x 86, y 64
EXPLODE: Generic_Female_Merchant facing 3 frame 4: x 88, y 75
EXPLODE: Generic_Female_Merchant facing 3 frame 5: x 86, y 100
EXPLODE: Generic_Female_Merchant facing 3 frame 6: x 84, y 125
EXPLODE: Generic_Female_Merchant facing 3 frame 7: x 82, y 150
EXPLODE: Generic_Female_Merchant facing 3 frame 8: x 80, y 175
EXPLODE: Generic_Female_Merchant facing 3 frame 9: x 84, y 196
EXPLODE: Generic_Female_Merchant facing 3 frame 10: x 84, y 196
EXPLODE: Generic_Female_Merchant facing 3 frame 11: x 84, y 196
BODY: Generic_Female_Farmer facing 0 frame 0: x -2, y -19
BODY: Generic_Female_Farmer facing 0 frame 1: x -2, y -19
BODY: Generic_Female_Farmer facing 0 frame 2: x -2, y -19
BODY: Generic_Female_Farmer facing 0 frame 3: x -2, y -19
BODY: Generic_Female_Farmer facing 1 frame 0: x 2, y -19
BODY: Generic_Female_Farmer facing 1 frame 1: x 2, y -19
BODY: Generic_Female_Farmer facing 1 frame 2: x 2, y -19
BODY: Generic_Female_Farmer facing 1 frame 3: x 2, y -19
BODY: Generic_Female_Farmer facing 2 frame 0: x 2, y -17
BODY: Generic_Female_Farmer facing 2 frame 1: x 2, y -17
BODY: Generic_Female_Farmer facing 2 frame 2: x 2, y -17
BODY: Generic_Female_Farmer facing 2 frame 3: x 2, y -17
BODY: Generic_Female_Farmer facing 3 frame 0: x -2, y -17
BODY: Generic_Female_Farmer facing 3 frame 1: x -2, y -17
BODY: Generic_Female_Farmer facing 3 frame 2: x -2, y -17
BODY: Generic_Female_Farmer facing 3 frame 3: x -2, y -17
EXPLODE: Generic_Female_Farmer facing 0 frame 0: x 78, y 98
EXPLODE: Generic_Female_Farmer facing 0 frame 1: x 80, y 79
EXPLODE: Generic_Female_Farmer facing 0 frame 2: x 82, y 66
EXPLODE: Generic_Female_Farmer facing 0 frame 3: x 84, y 64
EXPLODE: Generic_Female_Farmer facing 0 frame 4: x 86, y 75
EXPLODE: Generic_Female_Farmer facing 0 frame 5: x 84, y 100
EXPLODE: Generic_Female_Farmer facing 0 frame 6: x 82, y 125
EXPLODE: Generic_Female_Farmer facing 0 frame 7: x 80, y 150
EXPLODE: Generic_Female_Farmer facing 0 frame 8: x 78, y 175
EXPLODE: Generic_Female_Farmer facing 0 frame 9: x 82, y 195
EXPLODE: Generic_Female_Farmer facing 0 frame 10: x 82, y 195
EXPLODE: Generic_Female_Farmer facing 0 frame 11: x 82, y 195
EXPLODE: Generic_Female_Farmer facing 1 frame 0: x 82, y 98
EXPLODE: Generic_Female_Farmer facing 1 frame 1: x 84, y 79
EXPLODE: Generic_Female_Farmer facing 1 frame 2: x 86, y 66
EXPLODE: Generic_Female_Farmer facing 1 frame 3: x 88, y 63
EXPLODE: Generic_Female_Farmer facing 1 frame 4: x 90, y 74
EXPLODE: Generic_Female_Farmer facing 1 frame 5: x 88, y 99
EXPLODE: Generic_Female_Farmer facing 1 frame 6: x 86, y 124
EXPLODE: Generic_Female_Farmer facing 1 frame 7: x 84, y 149
EXPLODE: Generic_Female_Farmer facing 1 frame 8: x 82, y 174
EXPLODE: Generic_Female_Farmer facing 1 frame 9: x 86, y 195
EXPLODE: Generic_Female_Farmer facing 1 frame 10: x 86, y 195
EXPLODE: Generic_Female_Farmer facing 1 frame 11: x 86, y 195
EXPLODE: Generic_Female_Farmer facing 2 frame 0: x 82, y 100
EXPLODE: Generic_Female_Farmer facing 2 frame 1: x 84, y 81
EXPLODE: Generic_Female_Farmer facing 2 frame 2: x 86, y 68
EXPLODE: Generic_Female_Farmer facing 2 frame 3: x 88, y 66
EXPLODE: Generic_Female_Farmer facing 2 frame 4: x 90, y 77
EXPLODE: Generic_Female_Farmer facing 2 frame 5: x 88, y 102
EXPLODE: Generic_Female_Farmer facing 2 frame 6: x 86, y 127
EXPLODE: Generic_Female_Farmer facing 2 frame 7: x 84, y 152
EXPLODE: Generic_Female_Farmer facing 2 frame 8: x 82, y 177
EXPLODE: Generic_Female_Farmer facing 2 frame 9: x 86, y 197
EXPLODE: Generic_Female_Farmer facing 2 frame 10: x 86, y 197
EXPLODE: Generic_Female_Farmer facing 2 frame 11: x 86, y 197
EXPLODE: Generic_Female_Farmer facing 3 frame 0: x 78, y 100
EXPLODE: Generic_Female_Farmer facing 3 frame 1: x 80, y 81
EXPLODE: Generic_Female_Farmer facing 3 frame 2: x 82, y 68
EXPLODE: Generic_Female_Farmer facing 3 frame 3: x 84, y 65
EXPLODE: Generic_Female_Farmer facing 3 frame 4: x 86, y 76
EXPLODE: Generic_Female_Farmer facing 3 frame 5: x 84, y 101
EXPLODE: Generic_Female_Farmer facing 3 frame 6: x 82, y 126
EXPLODE: Generic_Female_Farmer facing 3 frame 7: x 80, y 151
EXPLODE: Generic_Female_Farmer facing 3 frame 8: x 78, y 176
EXPLODE: Generic_Female_Farmer facing 3 frame 9: x 82, y 197
EXPLODE: Generic_Female_Farmer facing 3 frame 10: x 82, y 197
EXPLODE: Generic_Female_Farmer facing 3 frame 11: x 82, y 197
BODY: Generic_Female_Officer facing 0 frame 0: x 0, y -17
BODY: Generic_Female_Officer facing 0 frame 1: x 0, y -17
BODY: Generic_Female_Officer facing 0 frame 2: x 0, y -17
BODY: Generic_Female_Officer facing 0 frame 3: x 0, y -17
BODY: Generic_Female_Officer facing 1 frame 0: x 0, y -16
BODY: Generic_Female_Officer facing 1 frame 1: x 0, y -16
BODY: Generic_Female_Officer facing 1 frame 2: x 0, y -16
BODY: Generic_Female_Officer facing 1 frame 3: x 0, y -16
BODY: Generic_Female_Officer facing 2 frame 0: x 0, y -17
BODY: Generic_Female_Officer facing 2 frame 1: x 0, y -17
BODY: Generic_Female_Officer facing 2 frame 2: x 0, y -17
BODY: Generic_Female_Officer facing 2 frame 3: x 0, y -17
BODY: Generic_Female_Officer facing 3 frame 0: x 0, y -16
BODY: Generic_Female_Officer facing 3 frame 1: x 0, y -16
BODY: Generic_Female_Officer facing 3 frame 2: x 0, y -16
BODY: Generic_Female_Officer facing 3 frame 3: x 0, y -16
EXPLODE: Generic_Female_Officer facing 0 frame 0: x 80, y 100
EXPLODE: Generic_Female_Officer facing 0 frame 1: x 82, y 81
EXPLODE: Generic_Female_Officer facing 0 frame 2: x 84, y 68
EXPLODE: Generic_Female_Officer facing 0 frame 3: x 86, y 66
EXPLODE: Generic_Female_Officer facing 0 frame 4: x 88, y 77
EXPLODE: Generic_Female_Officer facing 0 frame 5: x 86, y 102
EXPLODE: Generic_Female_Officer facing 0 frame 6: x 84, y 127
EXPLODE: Generic_Female_Officer facing 0 frame 7: x 82, y 152
EXPLODE: Generic_Female_Officer facing 0 frame 8: x 80, y 177
EXPLODE: Generic_Female_Officer facing 0 frame 9: x 84, y 197
EXPLODE: Generic_Female_Officer facing 0 frame 10: x 84, y 197
EXPLODE: Generic_Female_Officer facing 0 frame 11: x 84, y 197
EXPLODE: Generic_Female_Officer facing 1 frame 0: x 80, y 101
EXPLODE: Generic_Female_Officer facing 1 frame 1: x 82, y 82
EXPLODE: Generic_Female_Officer facing 1 frame 2: x 84, y 69
EXPLODE: Generic_Female_Officer facing 1 frame 3: x 86, y 66
EXPLODE: Generic_Female_Officer facing 1 frame 4: x 88, y 77
EXPLODE: Generic_Female_Officer facing 1 frame 5: x 86, y 102
EXPLODE: Generic_Female_Officer facing 1 frame 6: x 84, y 127
EXPLODE: Generic_Female_Officer facing 1 frame 7: x 82, y 152
EXPLODE: Generic_Female_Officer facing 1 frame 8: x 80, y 177
EXPLODE: Generic_Female_Officer facing 1 frame 9: x 84, y 198
EXPLODE: Generic_Female_Officer facing 1 frame 10: x 84, y 198
EXPLODE: Generic_Female_Officer facing 1 frame 11: x 84, y 198
EXPLODE: Generic_Female_Officer facing 2 frame 0: x 80, y 100
EXPLODE: Generic_Female_Officer facing 2 frame 1: x 82, y 81
EXPLODE: Generic_Female_Officer facing 2 frame 2: x 84, y 68
EXPLODE: Generic_Female_Officer facing 2 frame 3: x 86, y 66
EXPLODE: Generic_Female_Officer facing 2 frame 4: x 88, y 77
EXPLODE: Generic_Female_Officer facing 2 frame 5: x 86, y 102
EXPLODE: Generic_Female_Officer facing 2 frame 6: x 84, y 127
EXPLODE: Generic_Female_Officer facing 2 frame 7: x 82, y 152
EXPLODE: Generic_Female_Officer facing 2 frame 8: x 80, y 177
EXPLODE: Generic_Female_Officer facing 2 frame 9: x 84, y 197
EXPLODE: Generic_Female_Officer facing 2 frame 10: x 84, y 197
EXPLODE: Generic_Female_Officer facing 2 frame 11: x 84, y 197
EXPLODE: Generic_Female_Officer facing 3 frame 0: x 80, y 101
EXPLODE: Generic_Female_Officer facing 3 frame 1: x 82, y 82
EXPLODE: Generic_Female_Officer facing 3 frame 2: x 84, y 69
EXPLODE: Generic_Female_Officer facing 3 frame 3: x 86, y 66
EXPLODE: Generic_Female_Officer facing 3 frame 4: x 88, y 77
EXPLODE: Generic_Female_Officer facing 3 frame 5: x 86, y 102
EXPLODE: Generic_Female_Officer facing 3 frame 6: x 84, y 127
EXPLODE: Generic_Female_Officer facing 3 frame 7: x 82, y 152
EXPLODE: Generic_Female_Officer facing 3 frame 8: x 80, y 177
EXPLODE: Generic_Female_Officer facing 3 frame 9: x 84, y 198
EXPLODE: Generic_Female_Officer facing 3 frame 10: x 84, y 198
EXPLODE: Generic_Female_Officer facing 3 frame 11: x 84, y 198
BODY: Generic_Female_Dervish facing 0 frame 0: x 0, y -14
BODY: Generic_Female_Dervish facing 0 frame 1: x 0, y -14
BODY: Generic_Female_Dervish facing 0 frame 2: x 0, y -14
BODY: Generic_Female_Dervish facing 0 frame 3: x 0, y -14
BODY: Generic_Female_Dervish facing 1 frame 0: x 0, y -13
BODY: Generic_Female_Dervish facing 1 frame 1: x 0, y -13
BODY: Generic_Female_Dervish facing 1 frame 2: x 0, y -13
BODY: Generic_Female_Dervish facing 1 frame 3: x 0, y -13
BODY: Generic_Female_Dervish facing 2 frame 0: x 0, y -14
BODY: Generic_Female_Dervish facing 2 frame 1: x 0, y -14
BODY: Generic_Female_Dervish facing 2 frame 2: x 0, y -14
BODY: Generic_Female_Dervish facing 2 frame 3: x 0, y -14
BODY: Generic_Female_Dervish facing 3 frame 0: x 0, y -13
BODY: Generic_Female_Dervish facing 3 frame 1: x 0, y -13
BODY: Generic_Female_Dervish facing 3 frame 2: x 0, y -13
BODY: Generic_Female_Dervish facing 3 frame 3: x 0, y -13
EXPLODE: Generic_Female_Dervish facing 0 frame 0: x 80, y 103
EXPLODE: Generic_Female_Dervish facing 0 frame 1: x 82, y 84
EXPLODE: Generic_Female_Dervish facing 0 frame 2: x 84, y 71
EXPLODE: Generic_Female_Dervish facing 0 frame 3: x 86, y 69
EXPLODE: Generic_Female_Dervish facing 0 frame 4: x 88, y 80
EXPLODE: Generic_Female_Dervish facing 0 frame 5: x 86, y 105
EXPLODE: Generic_Female_Dervish facing 0 frame 6: x 84, y 130
EXPLODE: Generic_Female_Dervish facing 0 frame 7: x 82, y 155
EXPLODE: Generic_Female_Dervish facing 0 frame 8: x 80, y 180
EXPLODE: Generic_Female_Dervish facing 0 frame 9: x 84, y 200
EXPLODE: Generic_Female_Dervish facing 0 frame 10: x 84, y 200
EXPLODE: Generic_Female_Dervish facing 0 frame 11: x 84, y 200
EXPLODE: Generic_Female_Dervish facing 1 frame 0: x 80, y 104
EXPLODE: Generic_Female_Dervish facing 1 frame 1: x 82, y 85
EXPLODE: Generic_Female_Dervish facing 1 frame 2: x 84, y 72
EXPLODE: Generic_Female_Dervish facing 1 frame 3: x 86, y 69
EXPLODE: Generic_Female_Dervish facing 1 frame 4: x 88, y 80
EXPLODE: Generic_Female_Dervish facing 1 frame 5: x 86, y 105
EXPLODE: Generic_Female_Dervish facing 1 frame 6: x 84, y 130
EXPLODE: Generic_Female_Dervish facing 1 frame 7: x 82, y 155
EXPLODE: Generic_Female_Dervish facing 1 frame 8: x 80, y 180
